GO:0004177,Molecular Function,aminopeptidase activity,evm.model.tig082700000016.101
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000227.118
GO:0008168,Molecular Function,methyltransferase activity,evm.model.tig082700000227.118
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000227.118
GO:0035243,Molecular Function,protein-arginine omega-N symmetric methyltransferase activity,evm.model.tig082700000227.118
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000227.118
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.14
GO:0004559,Molecular Function,alpha-mannosidase activity,evm.model.tig082700000227.16
GO:0004571,Molecular Function,"mannosyl-oligosaccharide 1,2-alpha-mannosidase activity",evm.model.tig082700000227.16
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000227.16
GO:0061630,Molecular Function,ubiquitin protein ligase activity,evm.model.tig082700000227.16
GO:0022857,Molecular Function,transmembrane transporter activity,evm.model.tig082700000227.17
GO:0000062,Molecular Function,fatty-acyl-CoA binding,evm.model.tig082700000227.18
GO:0003824,Molecular Function,catalytic activity,evm.model.tig082700000227.18
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000227.18
GO:0000062,Molecular Function,fatty-acyl-CoA binding,evm.model.tig082700000227.19
GO:0003824,Molecular Function,catalytic activity,evm.model.tig082700000227.19
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000227.19
GO:0004339,Molecular Function,"glucan 1,4-alpha-glucosidase activity",evm.model.tig082700000227.20
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.20
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000227.20
GO:0016491,Molecular Function,oxidoreductase activity,evm.model.tig082700000227.21
GO:0050660,Molecular Function,flavin adenine dinucleotide binding,evm.model.tig082700000227.21
GO:0071949,Molecular Function,FAD binding,evm.model.tig082700000227.21
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000227.22
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.22
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.22
GO:0003824,Molecular Function,catalytic activity,evm.model.tig082700000227.23
GO:0003860,Molecular Function,3-hydroxyisobutyryl-CoA hydrolase activity,evm.model.tig082700000227.23
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.23
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000227.23
GO:0003677,Molecular Function,DNA binding,evm.model.tig082700000227.26
GO:0003824,Molecular Function,catalytic activity,evm.model.tig082700000227.26
GO:0003906,Molecular Function,DNA-(apurinic or apyrimidinic site) endonuclease activity,evm.model.tig082700000227.26
GO:0004518,Molecular Function,nuclease activity,evm.model.tig082700000227.26
GO:0004519,Molecular Function,endonuclease activity,evm.model.tig082700000227.26
GO:0004527,Molecular Function,exonuclease activity,evm.model.tig082700000227.26
GO:0008081,Molecular Function,phosphoric diester hydrolase activity,evm.model.tig082700000227.26
GO:0008311,Molecular Function,double-stranded DNA 3'-5' exodeoxyribonuclease activity,evm.model.tig082700000227.26
GO:0008853,Molecular Function,exodeoxyribonuclease III activity,evm.model.tig082700000227.26
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.26
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000227.26
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.30
GO:0003951,Molecular Function,NAD+ kinase activity,evm.model.tig082700000227.30
GO:0004143,Molecular Function,diacylglycerol kinase activity,evm.model.tig082700000227.30
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.30
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.30
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000227.30
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000227.30
GO:0004842,Molecular Function,ubiquitin-protein transferase activity,evm.model.tig082700000227.31
GO:0061631,Molecular Function,ubiquitin conjugating enzyme activity,evm.model.tig082700000227.31
GO:0000155,Molecular Function,phosphorelay sensor kinase activity,evm.model.tig082700000227.32
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.32
GO:0005337,Molecular Function,nucleoside transmembrane transporter activity,evm.model.tig082700000227.36
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.4
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000227.40
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000227.40
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000227.40
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.40
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.40
GO:0004252,Molecular Function,serine-type endopeptidase activity,evm.model.tig082700000227.41
GO:0008233,Molecular Function,peptidase activity,evm.model.tig082700000227.41
GO:0008236,Molecular Function,serine-type peptidase activity,evm.model.tig082700000227.41
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.41
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.42
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000227.42
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000227.42
GO:0005044,Molecular Function,scavenger receptor activity,evm.model.tig082700000227.42
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.42
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000227.42
GO:0008568,Molecular Function,microtubule-severing ATPase activity,evm.model.tig082700000227.42
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.42
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.42
GO:0016853,Molecular Function,isomerase activity,evm.model.tig082700000227.42
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000227.42
GO:0004467,Molecular Function,long-chain fatty acid-CoA ligase activity,evm.model.tig082700000227.43
GO:0016874,Molecular Function,ligase activity,evm.model.tig082700000227.43
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.46
GO:0003774,Molecular Function,cytoskeletal motor activity,evm.model.tig082700000227.46
GO:0003777,Molecular Function,microtubule motor activity,evm.model.tig082700000227.46
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.46
GO:0008017,Molecular Function,microtubule binding,evm.model.tig082700000227.46
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.46
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000227.46
GO:0008233,Molecular Function,peptidase activity,evm.model.tig082700000227.48
GO:0008234,Molecular Function,cysteine-type peptidase activity,evm.model.tig082700000227.48
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.48
GO:0010698,Molecular Function,acetyltransferase activator activity,evm.model.tig082700000227.5
GO:0042393,Molecular Function,histone binding,evm.model.tig082700000227.5
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.52
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000227.53
GO:0004809,Molecular Function,tRNA (guanine-N2-)-methyltransferase activity,evm.model.tig082700000227.53
GO:0008168,Molecular Function,methyltransferase activity,evm.model.tig082700000227.53
GO:0016740,Molecular Function,transferase activity,evm.model.tig082700000227.53
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.55
GO:0004252,Molecular Function,serine-type endopeptidase activity,evm.model.tig082700000227.55
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000227.55
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000227.55
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.55
GO:0008233,Molecular Function,peptidase activity,evm.model.tig082700000227.55
GO:0008236,Molecular Function,serine-type peptidase activity,evm.model.tig082700000227.55
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.55
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.55
GO:0008195,Molecular Function,phosphatidate phosphatase activity,evm.model.tig082700000227.56
GO:0008521,Molecular Function,acetyl-CoA transmembrane transporter activity,evm.model.tig082700000227.56
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.56
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.57
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.57
GO:0016887,Molecular Function,ATP hydrolysis activity,evm.model.tig082700000227.57
GO:0051082,Molecular Function,unfolded protein binding,evm.model.tig082700000227.57
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000227.6
GO:0015171,Molecular Function,amino acid transmembrane transporter activity,evm.model.tig082700000227.6
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.66
GO:0003676,Molecular Function,nucleic acid binding,evm.model.tig082700000227.66
GO:0003723,Molecular Function,RNA binding,evm.model.tig082700000227.66
GO:0003724,Molecular Function,RNA helicase activity,evm.model.tig082700000227.66
GO:0004386,Molecular Function,helicase activity,evm.model.tig082700000227.66
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.66
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.66
GO:0016491,Molecular Function,oxidoreductase activity,evm.model.tig082700000227.67
GO:0016671,Molecular Function,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",evm.model.tig082700000227.67
GO:0016491,Molecular Function,oxidoreductase activity,evm.model.tig082700000227.68
GO:0016671,Molecular Function,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor",evm.model.tig082700000227.68
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.68
GO:0016798,Molecular Function,"hydrolase activity, acting on glycosyl bonds",evm.model.tig082700000227.68
GO:0016799,Molecular Function,"hydrolase activity, hydrolyzing N-glycosyl compounds",evm.model.tig082700000227.68
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.69
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.69
GO:0008474,Molecular Function,palmitoyl-(protein) hydrolase activity,evm.model.tig082700000227.69
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.69
GO:0016790,Molecular Function,thiolester hydrolase activity,evm.model.tig082700000227.69
GO:0098599,Molecular Function,palmitoyl hydrolase activity,evm.model.tig082700000227.69
GO:0140658,Molecular Function,ATP-dependent chromatin remodeler activity,evm.model.tig082700000227.69
GO:0008574,Molecular Function,plus-end-directed microtubule motor activity,evm.model.tig082700000227.7
GO:0044877,Molecular Function,protein-containing complex binding,evm.model.tig082700000227.7
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.70
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.70
GO:0008474,Molecular Function,palmitoyl-(protein) hydrolase activity,evm.model.tig082700000227.70
GO:0016787,Molecular Function,hydrolase activity,evm.model.tig082700000227.70
GO:0098599,Molecular Function,palmitoyl hydrolase activity,evm.model.tig082700000227.70
GO:0140658,Molecular Function,ATP-dependent chromatin remodeler activity,evm.model.tig082700000227.70
GO:0008233,Molecular Function,peptidase activity,evm.model.tig082700000227.71
GO:0070122,Molecular Function,isopeptidase activity,evm.model.tig082700000227.71
GO:0140492,Molecular Function,metal-dependent deubiquitinase activity,evm.model.tig082700000227.71
GO:0003824,Molecular Function,catalytic activity,evm.model.tig082700000227.72
GO:0005216,Molecular Function,ion channel activity,evm.model.tig082700000227.72
GO:0008237,Molecular Function,metallopeptidase activity,evm.model.tig082700000227.72
GO:0008270,Molecular Function,zinc ion binding,evm.model.tig082700000227.72
GO:0016603,Molecular Function,glutaminyl-peptide cyclotransferase activity,evm.model.tig082700000227.72
GO:0000166,Molecular Function,nucleotide binding,evm.model.tig082700000227.74
GO:0004672,Molecular Function,protein kinase activity,evm.model.tig082700000227.74
GO:0004674,Molecular Function,protein serine/threonine kinase activity,evm.model.tig082700000227.74
GO:0004683,Molecular Function,calmodulin-dependent protein kinase activity,evm.model.tig082700000227.74
GO:0005509,Molecular Function,calcium ion binding,evm.model.tig082700000227.74
GO:0005516,Molecular Function,calmodulin binding,evm.model.tig082700000227.74
GO:0005524,Molecular Function,ATP binding,evm.model.tig082700000227.74
GO:0009931,Molecular Function,calcium-dependent protein serine/threonine kinase activity,evm.model.tig082700000227.74
GO:0016301,Molecular Function,kinase activity,evm.model.tig082700000227.74
GO:0046872,Molecular Function,metal ion binding,evm.model.tig082700000227.74
GO:0003953,Molecular Function,NAD+ nucleosidase activity,evm.model.tig082700000227.75
